index,title,content,starRating
2560,Excelent,foarte bun volum ptr o boxa portabila,5
1832,Recomand,performanta vs. pret - excelent,5
14925,Nasol,nu sta fixat... se rasuceste la cea mai mica miscare.. s5,1
7412,Foarte multumit,bun incarc de 4 ori telefonu un iphon,5
2973,Recomand,"detin acesta baterie de un an de zile si n-am avut nici cea mai mica problema. m-am uitat zilele trecute pe lateralul ei si era scris ""real capacity: 6000mah"".",5
9740,Nu recomand,"am achizitionat bratara in primul rand pentru monitorizarea pulsului. exemplarul pe care l-am testat afisa diferente de 50 intr-un interval de 1-2 minute.  nu stiu daca este o problema comuna, eu am returnat produsul imediat.",1
8722,Slab,produsul l-am schimbat dupa 2 zile si dupa 21 de zile mi-a fost dat altul nou.  cel de acum este ok.,2
1733,Excelent,un produs care merita cumparat,5
9949,Nu recomand,ultimul tip de ios nu permite utilizarea accesoriului,1
10487,Slab,"foarte ok calitativ insa apare o problema in momentul in care telefonul este atasat de suport, in timpul mersului toata oglinda vibreaza, plus ca in descriere e scris ca nu afecteaza campul vizual, din contra chiar il afecteaza, pacat caci ideea e ok insa nu e buna in practica. zi frumoasa",2
8320,Nu recomand,"meniu fara logica, complicat sa afli cine si cand te-a sunat.",1
4991,Recomand,"merita, recomand.",5
1437,Exceptionale,"exceptionale, conectare usoara, dimensiune mica si sunet foarte bun",5
2695,Foarte multumit,"exact ca in descriere, solid, pret excelent.",5
1291,Excelenta!,recomand!!,5
1768,Super,super! il recomand cu incredere. am incarcat un huawei p9 lite de 4 ori cu el. este super tare. vine fara cablu de incarcare.,5
12889,Foarte slab,"aceasta baterie este de 20.000 in realitate si nu este din piele cusuta doar un plastic negru, nu recomand! este o pacaleala",1
779,Foarte calitativa,am avut si o boxa bose soundlink mini 2 la pretul de 1400lei dar nu se compara la putere cu acest flip 3   o boxa mica dar foarte puternica,5
1651,Rezonabil,"este micuta, se aude bine dar nu tare, modest aici!",4
11876,Mai prost de atat nu se poate,"nu recomand nimanui acest card! eu l-am folosit intr-o camera de bord mio mivue 658 wifi si dupa ce aprox. o luna a functionat decent, mai apoi a inceput sa dea rateuri groaznice. mai intai a inceput sa se deconecteze aleator in timp ce era conectat la laptop prin cardreader-ul laptopului, trebuind sa astept cateva secunde pana era redetectat. mai apoi a inceput sa se blocheze camera din cauza ca nu mai reusea sa scrie pe card. am suspectat mai intai camera si temperaturile scazute de afara, dar toate problemele au disparut dupa inlocuirea cardului. daca la inceput scotea ~15 mb/s la scriere intr-un test de viteza, acum abia daca mai scoate 4-5, iar la scrieri aleatorii viteza a scazut de 10 ori!! e jalnic, sincer imi pare rau ca l-am cumparat mai ales ca achizitia a fost facuta prin marketplace de la flanco si sper sa pot sa il returnez in baza garantiei cu posibilitatea de a achizitiona un alt produs. intre timp am cumparat un samsung tot de 128gb care functioneaza ireprosabil.",1
2606,Exceptional,"fratilor, am primit boxa in 18 dec. e super ok raportat la calitate si la pret. daca vreti sa traiti cu 10 ani mai mult va luati boxa asta!",5
11534,Slab,eticheta aproape lipita bine,2
14776,NU recomand,am luat tableta luna trecuta si deja trebuie s-o trimit in servis pt ca nu se mai deschide si nu am utilizat-o decat pe net nu jocuri.  cu 3g de la vdf merge destul de greu.  nu este o alegere buna,1
6866,Cel mai bun,"este cel mai buna ceas   bateria tine o zii in treaga, lucreaza foarte bine cu telul apple i-l recomand tuturor   este foarte rezistent   foarte bun ceas",5
13805,Dezamagit,"display nu arata asa cum e in poza , sunt total deacord cu comentul lui kaala,(un ceas obisnuit ceva mai scump).",2
6165,Multumit,"adaptorul e putin ""flimsy""... adica lasa impresia ca s-ar rupe/crapa. nu s-a intamplat... dar nu pare o constructie teribil de solida... in rest isi face treaba pe orice continent!",4
13360,Nu merita,"mufa usb de la cablu intra cu forta in incarcator, nu ma deranjeaza asta, e bine ca sta fixa calumea, dar mufa micro usb dupa cateva luni de utilizare imi intra foarte usor in toate dispozitivele mele cu micro usb. atat de usor incat la cea mai mica atingere telefonul sau tableta nu se mai incarca. cablu mi s-a crapat doar intr-un loc dar nu au fost afectate firele, l-am izolat cu banda si in rest arata ok. ma asteptam la mai multa rezistenta avand in vedere cati bani am dat pe el. per total cam dezamagit, pt mine n-a fost un castig prea mare.",2
1,Super - exceptional raport calitate-pret,"am analizat la sange toate bratarile de fitness si smartwatch-urile de pe piata de pana la 1.000 lei (bugetul maxim alocat de mine pentru aceasta investitie) si pot sa spun ca acesta avea cele mai pozite review-uri mai peste tot.... alternativa era un apple watch, al carui baterie nu tinea mult din ce am inteles (in jur de 1 zi jumatate).    despre ceas:    pro:   - l-am pus la incarcat in a 4-a zi, cu mentiunea ca inca mai avea 20% baterie (m-ar mai fi tinut o zi);  - pulsul este foarte precis - am testat comparativ cu un tensiometru si au aparut diferente de 1-2 batai pe minut (ceea ce este foarte bine);  - pasii sunt cat de cat corecti, cu o eroare de pana la 5% maximum, insa nu am stat sa verific fix pe fix sa vad daca e asa sau nu, aceasta fiind doar o estimare;  - alergatul il inregistreaza cum trebuie, la fel si exercitiile (le-am introdus la categoria ""workout"", insa sunt sigura ca si la celelalte functioneaza ok;  - somnul il monitorizeaza destul de foarte exact (daca ma ridic sa beau apa sau pana la toaleta si inapoi apare ""awake"", urmand sa inregistreze somnul in continuare daca te pui inapoi in pat sa dormi);  - este rezistent la apa;  - pot prelua sau respinge apelurile de pe telefon (functie foarte utila), insa odata ce ai raspuns, trebuie sa iei telefonul sa vorbesti efectiv.    contra:  - nu poti raspunde la mesaje de pe ceas (functie doar pentru android), insa pe mine nu ma deranjeaza asa tare;  - imi intra notificari doar pentru mesaje si apeluri.    una peste alta este un dispozitiv foarte bun si clar nu il voi returna (aveam de gand sa fac asta daca nu s-ar fi ridicat la inaltimea asteptarile pe care le aveam de la un astfel de dispozitiv).    recomand!:)",5
10235,Slab,am cumparat cardul pentru a fi utilizat cu un gopro hero4 black si pentru a filma 4k. cardul are specificatii foarte bune si viteza mare de scriere (cel putin teoretic). in realitate nu face fata unei filmari 4k outside unde sunt multe detalii. filmarea este destul de sacadata. se poate folosi maxim la filmare fulhd fara sa ai probleme. asa ca nu recomand cardul pentru ca in realitate nu respecta viteza de scriere din descrierea producatorului.,2
2021,Excelent,"am cumparat-o pentru o persoana in varsta (citirea ritmului cardiac, a nivelului de stres si a energiei) si functioneaza okay. bateria tine aprox. 7 zile ceea ce ma incanta.",5
6043,Un card bun!,"mai ales la pretul de acum, 208 ron, e de recomandat. eu l-am luat mai scump 244 ron, dar nu imi pare rau. are cam 90 mb/s la citire si 68 mb/s la scriere, in conditiile unui test crystaldiskmark. in viata reala la transferul unui grup de foldere de 20 gb, a avut o viteza medie buna la scriere, de 62mb/s. si o caracteristica constanta a vitezei, ceea ce nu au multe carduri. l-am probat si la inregistrari full hd, nici o problema. cred ca merge si la 4k, depinde de rata de achizitie a aparatului foto sau video.   multumesc inca o data firmei emag pentru modul ireprosabil in care isi trateaza clientii.",5
14849,Nu recomand,"nu faceti imprudenta sa cumparati vreun produs de la firma kidgps. sunt totali neseriosi. am cumparat de la ei o bratara inteligenta si doar dupa mai putin de 48 de ore cat am purtat-o la mana s-a rupt un plastic si nu se mai poate folosi, cred ca asa mi-au livrat-o ca nu avea motiv sa se rupa. am trimis-o inapoi cu rugamintea sa-mi trimita alta la fel dar fara defectiuni, la inceput m-a anuntat ca s-a aprobat si dupa o perioada mi-a trimis-o tot pe cea defecta si am fost nevoit sa mai platesc si curierul. mi-a transmis ca am avut ""0 "" zile garantie. am ramas cu paguba 245 lei. nu cumpati de la: kidgps",1
13480,Dezamagitor,"sunt putin dezamagit. o baterie de 20000 mah, incarca cam de 3 ori si putin o baterie de samsung s8 plus de 3500 mah. putin!",2
2631,Merita,"daca nu are defecte din fabricatie, este o boxa foarte buna, cu multe calitati: sunetul plin si placut, mateiale de buna calitate si baterie pentru 20 de ore. aplicatia de telefon merge bine si este foarte utila. pate fi pornita direct din aplicatie sa redea muzica sau cu functia de ""wake up"". am cumparat 3 boxe, doua le-am pastrat, una am facut-o cadou si de 2 ori le-am schimbat. primull defect intalnit consta in lipsa alimentarii prin cablu (nu se incarca) iar alt defect intalnit a fost functionarea defectuoasa a boxei la inceputul redarii unei melodii; sunetul avea o intarziere si incepea cu paraituri. am vazut si pe forumuri ca sunt oarecum defecte frecvente ale celor de la logitech. inlocuirea nu a fost dificila iar utilizarea lor este azi o placere. sfatul meu: daca se poate, testati alimentarea si redarea inainte de a le cumpara.",4
13488,S-a rupt plasticul care se extinde la o utilizare normala cu un iPhone SE,"a tinut mai putin decat garantia per total, doar ca nu l-am folosit zilnic ca sa mai fie in garantie.  l-am luat in iunie 2017, azi s-a rupt cand am incercat sa-l extind sa prind telefonul, unul destul de mic, un iphone se.  concluzie: tine si nu prea. ca si grip la telefon foarte bun.",2
9380,Nu recomand,e mai proasta decat cea veche. made in china. se descarca in cateva ore.   am vrut sa o returnez dar nu mai am ambalajul.,1
1017,Foarte multumit. Recomandtine si bateria mult,cea mai buna. multumit. e 4g,5
8102,Probleme de la primele utilizari,dupa 2 incarcari acumulatorul a refuzat sa se mai incarce. acum e in service.,1
12857,Foarte slab! O replica esuata,"in principal ceasul asta e o replica esuata a lui dz09, interfata e stricata, imaginile din descriere sunt total diferite de ceasul din realitate in 4 luni se desprinde cureaua, sa nu mai spun ca firmware-ul nu poate fi actualizat lasandui pe cei cu setari si fara net fara solutie. cum am mai spus e un fals pt dz09!",1
5959,Multumit,"sunetul este foarte ok pentru dimensiunea boxei si nivelul este suficient pentru o camera normala (oricum range-ul pe bluetooth nu permite distantarea prea mult si in niciun caz deplasarea in alta camera), dar si pentru afara, la un gratar cu prietenii, in curte, fara sa deranjezi vecinii.  se gasesc usor si case-uri ieftine pentru protectie / transport.  ca minus: m-a dezamagit ca nu poti vedea nivelul bateriei nicicum, nici macar prin conexiunea bluetooth (android), acea iconita mica de status care apare chiar si la casti chinezesti cu bluetooth de 5 dolari.  doar clipeste un led cand ajunge pe low battery. in fine, pana la urma pot trai cu asta.. cand am ocazia si imi aduc aminte, o mai incarc cate putin, nu neaparat full.  e ok si pentru browsing sau video pe laptop sau tableta, mai ales ca daca ai doua bucati le poti sincroniza",4
12391,Se putea si mai bine,"l-am cumparat in primul rand pentru design. in ceea ce priveste partea ""smart"" nu s-a comportat prea bine. in primul rand dupa o anumita perioada(in jur de o jumatate de ora) ceasul se deconecteaza de la telefon si trebuie reconectat manual. in al doilea rand, notificarile sunt inutile. apare acelasi mesaj pe ceas, ba mai mult de fiecare data cand se schimba melodia din playerul audio eram notificat - foarte deranjant",2
7379,Baterie buna,"am un lg g3, incarc de doua ori telefonul din bateria externa. este un produs bine finisat, iar la pret de black friday nici nu se poate sa nu fie o achizitie buna. recomand.",5
6306,Recomand,"sunt la a doua pereche de casti acest model, prima s-a stricat pentru ca le-am tinut mult la calculator si dupa o perioada au inceput sa se auda mai incet insa nu am avut probleme. sunt multumit de ele, bass decent, izoleaza bine chiar si cand nu este pornita muzica. pretul bun de asemenea.",5
14248,Foarte slaba,"are un pret exagerat de mare, solara my foot! nu se incarca la soare decat maxim o linie in 3 zile, nu are 5 a sub nici o forma! are maxim 2.8 sau 3,0 a. si nici vorba de waterproof! am desfacut-o si nu are nicio garnitura. nu merita nici macar cei 46 lei, cu cat am luat-o eu.",1
119,Multumit,pana acum e ok,4
5084,Acumulator,pare sa fie in regula. timp in stand by cca 25-30 h in conditii normale de utilizare.,5
1194,Pret / calitate super,"pret / calitate super, am cumparat special pentru a folosi cu apple pencil. merge smooth.",5
2785,Excelent,"am cumparat o husa impreuna cu tableta acum 2 ani la achizitie, la pretul de atunci de 169 lei, acum se gasesc la 139 lei.  personal am cumparat din showroomul din constanta doua, si cu toate ca am o tableta alba si una aurie, la pretul de 14.99 lei era si pacat sa nu iau de rezerva inca una.",5
13017,Nu merita,"dintr-o folie de protectie pentru telefon ordinara cumparata cu 10 lei de la orice gsm shop se pot decupa cu foarfeca 2-3 protectii pentru ceas mult mai calitative, mai ultra hd si mai ultra clear, cu adeziv mai bun si fixare trainica decat aceste ciolofane de 20 lei + 15 lei transport    contra: transparenta mai proasta decat cea mai ieftina folie, aplicare umeda care necesita 12-24h pt uscare, adeziv nu prea stralucit, nu au aspect neted  pro: sunt rotunde...",2
7384,Multumit,"daca il iei cu speranta ca iti va masura pulsul, mai bine o lasi balta. ce-i drept e o bratara buna, se simte bine la mana, nu te deranjeaza in timpul somnului. monitorizeaza bine somnul si pasii, dar o da in bara cu masuratul pulsului( nu cred ca a avut cineva 40batai pe minut):))). bateria tine momentan, il am de 4 zile si abia am 82% deci se ridica la asteptarile de 14 zile. incarcarea se face la fel de rapid, intr-o ora e gata. inca nu am reusit sa ii testez rezistenta la apa, dar mai astept:)) un raport pret calitate perfect",4
2767,Excelent,"da este un produs apple asa ca nu avem ce comenta contra, pacat insa ca nu se gaseste inca husa de la apple pentru ea! in rest totul este ok! sper sa apara cat de curand si husele!",5
2256,Este super buna,"am luat. o la oferta cu 50lei... aseara cand am deschis pachetul era 75% incarcata.... am incarcat telefonul meu samsung de 3 ori si am tinut lanterna toata noaptea aprinsa... deci pot spune ca de maxim 5 ori o sa. l incarc cu siguranta, recomand!!!",4
5555,10+,"sunt multumit. 10 w reali, bas bun. radioul este super!!!",5
802,Excelent,sony s sony,5
9836,Foarte slab,"de toata jena    l-am primit cadou la achizitia telefonului samsung galaxy s7 edge  e degeaba acumulatorul, nu pt samsung ma refer, pt orice",1
13918,Nu recomand acest produs,"am comandat 2 bucati dintre care unul are cablul defect. sunt dintr-un plastic ieftin care pare sa se strice in orice moment, iar cablurile sunt foarte firave. astept sa-mi raspunda cineva pentru retur.",1
13919,Slab,nu sta lipit de bord si la prima curba zboara cu tot cu telefon,2
13271,Nu recomand,"nu tecomand acest produs, nici macar la un pret avantajos. masoara numai pasii/ alergatul (nicio alta activitate), aplicatia mobila asociata iti arata doar masuratorile pe ziua curenta, nu are o baza de date care sa te ajute la tracking. bratara mea masura pasi in somn (dimineata ma trezeam cu cate 120-150 de pasi), nu masoara bine ciclul somnului (iarasi nu exista o baza de date in spatele aplicatiei care sa te ajute la tracking-ul orelor de somn).  dupa 2 saptamani de utilizare am trimis inapoi produsul. dupa prima saptamana a inceput sa se restarteze de mai multe ori/ pe zi. in acest timp nemasurand pasii.  nu recomand produsul, este unul absolut inutil!",1
9634,Nu recomand,in 6 luni s-a stricat si am pierdut datele de el.,1
2616,Merita,"prima impresie conteaza cel mai mult, nu?  cand o scoti din cutie te sperie cat e de ""gingasa"".... material f bun... ce m-a socat in   sensul bun al cuvantului a fost sigiliul original de la blaupunkt.  vrei party? nu merge... vrei un film sau muzica ""normal""? ok.  bass nu are deloc.. chiar daca s-au spus/scris multe despre asta... nu are bass!(cu dolby atmos pornit in tel).  se aude bine si maxim si la minim",4
12907,Decent,"boxa are un design placut insa cu materiale de slaba calitate, la mine a ajuns cu colturi lovite, audio acceptabil de bas nici nu poate fi vorba in rest se aude ok dar nu la maxim, bateria la volum 70 % nu tine mai mult de 1 ora si jumatate nu tine, celelalte functii usb, card, radio sunt ok un alt minus fiind cablul comun pentru aux si incarcare scurt si de proasta calitate, boxa vine fara incarcator.",2
10398,Slab,incompatibil cu telefoanele samsung.. scriu acest comentariu doar pt ca sa nu mai cheltuiasca si altcineva bani aiurea..,2
237,Bun,"am achizitionat castile acum 2 zile si am ascultat muzica destul de mult, sunt multumit de ele si raportul calitate pret este destul de bun.  - casti 4 stele   emag aveti un serviciu de livrare foarte rapid va multumesc pentru livrarea rapida.   -serviciu de livrare emag 5 stele",4
12392,Inutil,s-a rupt din prima zi in care l-am montat.,1
5298,Best buy,"am ales-o dupa ce am studiat bine concurenta. isi face exemplat treaba, bass-ul puternic, sunet curat.   se imperecheaza usor prin bluetooth, insa conexiunea se intrerupe dintr-o camera in alta, cu usa inchisa. fara interferente bate 7-8m lejer.",5
12928,Nu recomand,"am achizitionat-o la pretul de 30 lei + transport, cu ajutorul e-mag (multumesc cu aceasta ocazie) - da, acesta era pretul la un moment dat) - nu intru in amanunte, e mult de povestit (oricum, firma ce livreaza produsul a incercat sa ma pacaleasca). nu aveam pretentii la calitatea sunetului, fiind asa cum ma asteptam - mediocru (am achizitionat-o pentru un fond muzical in bucatarie). dar are cateva minusuri si nefunctionalitati: 1 - nu functioneaza radioul - prinde un singur post, dar foarte slab calitativ. am probat inclusiv afara, singura deosebire fiind ca baraiturile, paraiturile si alte asemenea sunt mult mai pronuntate si clare (da, am introdus si cablul pe post de antena). sunt curios, cei care laudati produsul, va functioneaza radioul? 2 - daca opresti boxa din butonul on/off, pornirea se face la volum maxim, de fiecare data (e foarte neplacut)...... si trebuie sa povestesc ceva, pentru ca e-mag sa aleaga mai cu atentie furnizorii...... am comandat o boxa albastra, care a fost livrata intr-o cutie ce indica faptul ca produsul este rosu si tipul charge mini 3 + (deci, altceva), iar inauntru a fost o boxa neagra, nu stiu ce tip, nu scrie absolut nimic pe ea - oricum nu are legatura cu fotografiile, deci, cu ceea ce am comandat. poate sunteti atenti si nu cumparati de la acest furnizor cu un ”comportament comercial” egal cu zero. evident ca o voi returna.",1
2552,Foarte multumit,"calitate buna a sunetului, bass puternic, volum destul de tare",5
9626,Nemultumit,foarte slaba calitativ,1
8616,Nu merge,e o porcarie nu merge sa folosesti watsappul si facebook si nu merge sa suni e un produs care nu merge si a comandat si prietrnul meu lafet tot nu mergea,1
14491,Nu recomand,dezamagit! pierde semnal si cand te suna cineva nu te aude mai deloc. dupa cateva zile mi s-a blocat. il voi da retur,1
10318,Forte slab,"am achizitionat acest produs, si am constatat ca nu a fost o alegere foarte buna. perimetrul este foarte mare, istoricul este aproximativ, pe o distanta de 200 m2. asta inseamna ca are o deviere de traseu foarte mare. utilizare usoara, configurarea simpla. aspect ok. utilitate minima. raspunde foarte bine cand desface ceasul de la mana. am adaugat 2 ** pentru ca am gasit doar 2 functii utile. cea cu indepartarea de la mana si faptul ca poti suna in mod ascuns. livrarea a fost foarte rapida.",2
4663,Foarte multumit,cei mai tari suporti de telefon. recomand.,5
14992,Sunt mari nu se aud clar si firma nu i serioasa,dezastru mai bine nu,1
10380,Baterue slaba.,"ramane blocata la 64 %, am golit bateria si imi arata afisajul corect, dar se blocheaza in 64 la suta. o returnez inapoi. cat dai atata face.",2
173,Foarte multumit,foarte util,5
11999,Nemultumit,"dezamagit total, nu se fixeaza in ureche, suportul este firav nu prinde bine, materiale slab calitativ, nu aruncati banii aiurea!!",1
8103,Nu recomand,s-a stricat dupa cateva luni in care nu a fost exploatat exagerat. nu se mai aprinde,1
8299,Dezamagitor,"cei de la evolio specifica pt acest ceas o aplicatie ce se poate descarca din app store, o mare vrajeala, l-am returnat imediat, pe deasupra nici dock-ul pt incarcare nu functiona, ceasul arata ca se incarca dar dupa 5 ore nimic.... per total varza, nu recomand, in afara ca poti vedea ora altceva nu merge la el( pentru ios)",1
265,Recomand,"foarte multumit. bateria tine in jur de 8-9 ore. se aude foarte bine si microfonul mascheaza destul de bine zgomotul de fond. se incarca repede si se conecteaza foarte repede cu telefonul. nu am folosit-o cu doua telefoane, insa pt 100 de lei cat am platit pt ea e foarte buna.",5
13013,Nu recomand,dupa vreo 2-3 luni iphone ul nu-l mai recunostea,1
3822,O boxa mica care isi face treaba ,foarte multumit. recomand!,5
10831,Total nemultumit!,"pro:  -aspect  -ateriale de calitate   contra:  -se deconecteaza foarte des  -consuma mare parte din baterie telefonului   -inregistreaza eronat pasii, distanta si calorii.  dupa 3 zile l-am returnat.",1
8258,Foarte slab,"nu merita cumparat, in opinia mea. conexiunea prin bluetooth se pierde la o distanta mica.",1
2127,Foarte multumit,"un card de calitate, cu o viteza foarte buna. multumit pe deplin!",5
5117,Foarte multumit,daca stii sa fixezi ventuza pe geam corect nu se dezlipeste. am folosit acest dispozitiv pe drumuri cu multe denivelari si nu s-a miscat deloc. butonul de desprindere rapida este foarte util.,5
12362,Nu recomand,"nu recomand, daca prind telefonul cu 2 creioane, un cablu usb si un elastic am un stand mai bun decat acest suport din care cade mereu telefonul",1
7290,Merita,un acumulator bun. merita!,4
3504,Imi place,l-am oferit cadou. persoana care l-a primit a fost multumita de el.,4
8748,S-a defectat in 3 zile.,dupa 3 zile de utilizare nu se mai deschidea la apasarea butonului,1
9621,Nu recomand,"acumulatorul este un no-name aruncat intr-o cutie de duzina valabila pentru orice accesoriu de telefon. nu misca nimic, nu incarca, „mort” pur si simplu.",1
13401,Slab,"sunetul e decent, mai ales daca o folosesti pe bicicleta. sunetul vine direct spre tine iar lumina e in fata. lumina e puternica. daca stam sa ne gandim putin, calitatea e ok dar nu se compara cu alte boxe la banii astia iar ea nu sta bine pe bicicleta. fiind mare, suportul nu o tine bine si cade la orice groapa. nici ca boxa nu exceleaza (la banii astia) si nici ca far..",2
12108,Dezamagitor,"are lipici doar pe lateral, deci risti sa prinzi o bula de aer in mijloc. este foarte groasa, iar daca ai cumva flip cover, atunci nu ti se mai inchide. pe scurt, nu recomand!",2
7970,Foarte slab,are android 4.4.4... si merge foarte slab... jocurile 20 fps... nu mai scriu nimic.,1
10822,Nu recomand,"am cumparat acest produs, este de 2 bani, s-a defectat dupa doar cateva minute",1
3964,Foarte multumit,foarte bun pret.,5
5622,Excelent,... un suport auto bun... raport pret/calitate super bun... dar eu l-am prins la reducere...19.99 lei...   ... recomand doar celor care vor sa il foloseasca pe post de suport pentru telefon...   ... nu recomand celor care vor sa foloseasca suportul celor care vor sa filmeze cu telefonul... vibratiile sunt destul de puternice...,5
2714,Rezonabil,"conform descrierii, insa... cartela sim din pachet (orange) nu are semnal de date (desi e setata optiunea standard a operatorului si sunt facute toate setarile cum trebuie), fapt ce duce la lipsa comunicarii cu aplicatia. cu un sim de abonament orange functioneaza perfect - cu prepay-ul nu! nu e problema de apn etc - doar de cartela in regim de date pe ceas (pe telefon merge perfect cartela) - apeluri se pot face etc",4
6678,Excelent,calitate/pret este foarte buna si utila.,5
14692,Slab,se potriveste la j5 2016,2
7991,Nu-mi place,este foarte mare ( caramida) si foarte    grea!,2
133,Excelent,inscriptia de pe adaptor tine locul unei lampi de noapte. functioneaza foarte bine,5
6652,O tableta de calitate,"ce ar mai fi de spus, altceva decat ca ipad 2017 este o tableta perfecta pentru cei mai multi utilizatori. tableta are un display superb, este rapida si tine cateva zile pana cand trebuie reincarcata (la o utilizare normala). totul, la un pret accesibil (fata de un iphone sau macbook). se integreaza perfect cu celelalte produse apple. am rezistat mult timp ideii de a cumpara o tableta. nu intelegeam de ce ar fi necesara, daca ai laptop si smartphone (in cazul meu macbook si iphone). acum, regret ca nu am cumparat-o mai devreme. putine lucruri sunt mai placute decat a folosi ipadul pe o canapea ori in pat, fara sa mai iei un laptop greu cu tine, sau sa iti fortezi ochii pe un telefon mobil. nici nu se compara cu tabletele similare produse de samsung sau asus. in concluzie, ipad-ul este un dispozitiv obligatoriu pentru oricine doreste sa consume informatii rapid, facil si elegant.",5
3793,Super,foarte bun. exact ce aveam nevoie.,5
12420,Nu recomand,"o mizerie de cablu, te tine cam 2 saptamani",1
5466,Un suport mai mult decat excelent!,"finisaje de calitate, foarte stabil la denivelari, cu o ventuza care confera o priza perfecta pe parbriz, iar in pachet se gaseste si un suport rotund de plastic care este auto-adeziv pentru cei care doresc prinderea suportului pe bordul masinii. poate fi folosit simplu, in mod portret sau peisaj fara niciun fel de greutate.  felicitari samsung pentru acest produs, si felicitari emag pentru promptitudine!",5
10314,Nu recomand!!!,"am cumparat acest produs acum doua zile. livrarea, ambalajul, calitatea este ok. dupa prima incercare s-a rupt, nici nu am fortat. foarte naspa!! o sa trimit inapoi!!!",1
14780,Nu recomand,dupa prima luna de utilizare(introdus in telefon si atat (lg g6)) sa stricat gen nu il mai vedea telefonul si nici laptop-ul. acuma in a doua luna dupa ce mi-a fost inlocuit aceiasi problema. deci nu recomand. va sfatuiesc sa va faceti upload constant sau sa faceti autoupload pe cloud gen google photo.,1
12188,Nu se conecteaza decat 50% din timp,"de cand am luat castile acestea am avut un amestec de momente de multumire si frustrare. nu mi se conecteaza la macbook pro (model 2013) decat 50% din timp. in rest da eroare ""couldn't connect the device"" sau pur si simplu nu poate sa se conecteze si ignora comanda de conectare. am cautat pe net peste tot sa gasesc o solutie si nu exista nimic. imi pare rau ca am dat atati bani pe niste casti care si-au ratat functia de baza - aceea de a produce sunet.",1
12580,Foarte slab,acumulatorul de 10000 mah (cum scrie pe el) nu este in stare sa incarce wireless un telefon cu o baterie de 3500mah nici macar 70%. inca de la inceput mi s-a parut dubios pentru ca dupa prima incarcare a ajuns la un 45% si a murit. apoi viteza de incarcare este extrem de mica. cei 70% se incarca in cca 2 h  am incercat si folosirea cablului propriu pe usbul care zic ei ca este de 2 a. nici acolo nu se incarca mai repede si nici semnificativ mai mult.   oricum am incercat nu am reusit din 10.000 mah sa incarc o beterie de 3500mah... judecati voi mai departe!,1
11952,Nu!!!!!,"pe langa ca legarea aplicatiei din telefon de ceas nu se poate face, in timpul etarii si testarii ceasului am primit cu totul alt cod id al ceasului decat cel de pe ceas. conectandune cu respectivul id neam conectat la ceasul unui alt copil pe care il putem auzi, ii putem vedea miscarile, ii putem seta ceasul... asta mi se pare cu adevarat periculos, dat fiind ca oricine ar putea monitoriza ceasul oricarui copil... noi il returnam.",1
7171,este ok,este ok la banii astia.,5
5088,Excelent,"arata bine, autonomie buna, sunet bun. distorsioneaza putin la volum maxim.",5
7564,Primit ca promo altfel nu.,"2000 mah daca doriti sa incarcati un nokia 1310. nu stiu de ce ar putea cineva cumpara acest produs, total neutilizabil in aceasti ani, acum 10 ani cred ca a fost un succes: d.",1
13530,Dezamagitor,"un produs de proasta calitate din mai multe puncte de vedere incepand cu materialul foarte prost din care este facut ca dupa prima zi ce l-a purtat copilul meu s-a rupt cureaua, gps - ul varza nu are nici o treaba cu locul unde se afla ceasul, sper sa nu am nevoie vreodata sa aflu locatia copilului, bateria niciodata nu cred ca a tinut 48 h poate in stand-by singuru ""avantaj"" e ca pot vorbi cu baiatul meu cand vrem ca la scoala nu au voie cu telefon. nu recomand",2
10396,Dezamagit,am luat acest produs de 2 saptamani si nu mai functioneaza. astept sa il trimit inapoi   original in orice caz nu e...  plus ca incarca destul de greu tableta..,1
2673,Foarte multumit,"desi am crezut ca este o greseala cand am deschis coletul, recomand aceasta boxa. in ciuda dimensiunilor reduse, are o claritate si o putere a sunetului de invidiat indiferent de volum sau nivelul bass ului.",5
4718,Bun,"produs ok, incarca destul de repede cel putin un iphone, foarte proasta calitate a materialului de prindere, s-a crapat dupa cateva desprinderi",4
4888,Excelent,l-am luat pentru o camera video si se comporta foarte bine datorita vitezei mari de scriere. raportul calitate - pret este excelent.,5
1971,Foarte multumit,"eu sunt foarte multmumit de aceasta baterie, de cand am luat o nu mai am probleme cu loganul, am reusit chiar sa pornewc tractorul unui vecin cu ea, eu cred ca as putea porni si un tanc dar inca nu qm gasit, app daca stiti pe cineva...",5
12551,Nu recomand,s-a stricat in doua luni; l-am folosit la o camera auto.,1
6438,Excelent,"am pus o tableta de 8"" si tine bine, acum stau mai mult cu telefonul pe ea  l-am luat acum o luna si putin si pana acum tine bine, cel mai mult imi place ca nu trepideaza si nu cade telefonul din el  recomand",5
11066,Nu recomand,la fel de inutil ca acumulatorul folosit 2 ani,1
6338,Bun,"pe descriere scria ca se poate incarca tel. de patru ori, dar nu se poate incarca decit de doua ori, sau doua tekefoane, simultan, doar o data. timpul isi poate spune cuvintul aici...",4
6488,Recomand,"foarte bun, suna bine, desigur in functie si de piesa ascultata ce calitate are.",5
12491,Nu recomand,"nu este buna de nimic, nu merita cumparata, daca dai volumul la maxim se aude distorsionat, si se deconecteaza automat de la bluetooth, nu recomand!!!",1
